Team1,Team2,Winner,RealOdds,LoungeOdds,Difference,Risk,BetSize,EVTeam,Win
CSGL,Vexed,CSGL,0.45,0.6,-0.15,HIGH RISK,LOW BET,Vexed,LOSS
LDLC.White,ATN,ATN,0.55,0.66,-0.11,HIGH RISK,LOW BET,ATN,WIN
mouz,E-Frag,mouz,0.5,0.67,-0.17,HIGH RISK,LOW BET,E-Frag,LOSS
FSid3,HR,FSid3,0.55,0.42,0.13,HIGH RISK,LOW BET,FSid3,WIN
Method,Ancient,Ancient,0.35,0.32,0.03,MEDIUM RISK,AVG BET,Method,LOSS
CSGL,E-Frag,E-Frag,0.45,0.37,0.08,HIGH RISK,LOW BET,CSGL,LOSS
ATN,HR,ATN,0.48,0.27,0.21,HIGH RISK,LOW BET,ATN,WIN
mouz,FSid3,mouz,0.6,0.75,-0.15,HIGH RISK,LOW BET,FSid3,LOSS
E-Frag,ATN,E-Frag,0.55,0.65,-0.1,HIGH RISK,LOW BET,ATN,LOSS
E-Frag,ATN,E-Frag,0.55,0.65,-0.1,HIGH RISK,LOW BET,ATN,LOSS
E-Frag,FSid3,FSid3,0.48,0.45,0.03,HIGH RISK,LOW BET,E-Frag,LOSS
mouz,FSid3,null,0.58,0.87,-0.29,HIGH RISK,LOW BET,FSid3,TIE
mouz,FSid3,null,0.58,0.87,-0.29,HIGH RISK,LOW BET,FSid3,TIE
Ence,CG,CG,0.65,0.65,0,MEDIUM RISK,AVG BET,CG,WIN
Liquid,TStorm,TStorm,0.6,0.73,-0.13,HIGH RISK,LOW BET,TStorm,WIN
NME,OG,OG,0.42,0.29,0.13,HIGH RISK,LOW BET,NME,LOSS
Torpedo,CW,null,0.48,0.67,-0.19,HIGH RISK,LOW BET,CW,TIE
Torpedo,CW,null,0.48,0.67,-0.19,HIGH RISK,LOW BET,CW,TIE
Fnatic,G2,Fnatic,0.58,0.78,-0.2,HIGH RISK,LOW BET,G2,LOSS
G2,Fnatic,Fnatic,0.45,0.19,0.26,HIGH RISK,LOW BET,G2,LOSS
VP,Dignitas,Dignitas,0.55,0.46,0.09,HIGH RISK,LOW BET,VP,LOSS
Dignitas,VP,Dignitas,0.48,0.64,-0.16,HIGH RISK,LOW BET,VP,LOSS
CLG,TStorm,TStorm,0.55,0.57,-0.02,HIGH RISK,LOW BET,TStorm,WIN
Cloud9,OG,Cloud9,0.52,0.69,-0.17,HIGH RISK,LOW BET,OG,LOSS
CW,Orgless,Orgless,0.52,0.58,-0.06,HIGH RISK,LOW BET,Orgless,WIN
Ence,DenDD,Ence,0.55,0.67,-0.12,HIGH RISK,LOW BET,DenDD,LOSS
Astralis,FSid3,Astralis,0.65,0.88,-0.23,MEDIUM RISK,AVG BET,FSid3,LOSS
Astralis,FSid3,Astralis,0.65,0.88,-0.23,MEDIUM RISK,AVG BET,FSid3,LOSS
FSid3,Astralis,Astralis,0.35,0.13,0.22,MEDIUM RISK,ICB BET,FSid3,LOSS
EnVyUs,Fnatic,Fnatic,0.45,0.43,0.02,HIGH RISK,LOW BET,EnVyUs,LOSS
Fnatic,EnVyUs,EnVyUs,0.45,0.64,-0.19,HIGH RISK,LOW BET,EnVyUs,WIN
ATN,Vexed,Vexed,0.52,0.56,-0.04,HIGH RISK,LOW BET,Vexed,WIN
Ence,Torpedo,Torpedo,0.55,0.6,-0.05,HIGH RISK,LOW BET,Torpedo,WIN
Ence,Torpedo,Torpedo,0.55,0.6,-0.05,HIGH RISK,LOW BET,Torpedo,WIN
CW,Vexed,null,0.48,0.24,0.24,HIGH RISK,LOW BET,CW,TIE
Ence,Orgless,null,0.52,0.64,-0.12,HIGH RISK,LOW BET,Orgless,TIE
Ence,Orgless,null,0.52,0.64,-0.12,HIGH RISK,LOW BET,Orgless,TIE
Ence,Orgless,null,0.52,0.64,-0.12,HIGH RISK,LOW BET,Orgless,TIE
coL,LG,LG,0.4,0.16,0.24,HIGH RISK,LOW BET,coL,LOSS
LG,coL,LG,0.6,0.9,-0.3,HIGH RISK,LOW BET,coL,LOSS
LG,coL,LG,0.6,0.9,-0.3,HIGH RISK,LOW BET,coL,LOSS
OG,Splyce,OG,0.55,0.73,-0.18,HIGH RISK,LOW BET,Splyce,LOSS
Splyce,OG,OG,0.45,0.28,0.17,HIGH RISK,LOW BET,Splyce,LOSS
Ancient,Orgless,Ancient,0.48,0.67,-0.19,HIGH RISK,LOW BET,Orgless,LOSS
FSid3,Penta,Penta,0.58,0.83,-0.25,HIGH RISK,LOW BET,Penta,WIN
VP,NaVi,NaVi,0.42,0.26,0.16,HIGH RISK,LOW BET,VP,LOSS
NaVi,VP,NaVi,0.58,0.72,-0.14,HIGH RISK,LOW BET,VP,LOSS
CW,Ence,null,0.48,0.33,0.15,HIGH RISK,LOW BET,CW,TIE
Dignitas,NiP,NiP,0.45,0.42,0.03,HIGH RISK,LOW BET,Dignitas,LOSS
Ancient,Orgless,Orgless,0.45,0.71,-0.26,HIGH RISK,LOW BET,Orgless,WIN
NiP,Dignitas,NiP,0.48,0.53,-0.05,HIGH RISK,LOW BET,Dignitas,LOSS
FSid3,E-Frag,null,0.56,0.56,0,HIGH RISK,LOW BET,E-Frag,TIE
Splyce,TStorm,TStorm,0.45,0.23,0.22,HIGH RISK,LOW BET,Splyce,LOSS
Renegades,CLG,Renegades,0.42,0.43,-0.01,HIGH RISK,LOW BET,Renegades,WIN
Renegades,CLG,Renegades,0.42,0.43,-0.01,HIGH RISK,LOW BET,Renegades,WIN
CLG,Renegades,Renegades,0.55,0.37,0.18,HIGH RISK,LOW BET,CLG,LOSS
coL,NME,coL,0.48,0.54,-0.06,HIGH RISK,LOW BET,NME,LOSS
NME,coL,NME,0.52,0.42,0.1,HIGH RISK,LOW BET,NME,WIN
E-Frag,FSid3,FSid3,0.48,0.48,0,HIGH RISK,LOW BET,E-Frag,LOSS
FSid3,FaZe,null,0.42,0.17,0.25,HIGH RISK,LOW BET,FSid3,TIE
FaZe,FSid3,null,0.58,0.74,-0.16,HIGH RISK,LOW BET,FSid3,TIE
FaZe,FSid3,null,0.58,0.74,-0.16,HIGH RISK,LOW BET,FSid3,TIE
VP,mouz,null,0.45,0.39,0.06,HIGH RISK,LOW BET,VP,TIE
mouz,VP,null,0.55,0.62,-0.07,HIGH RISK,LOW BET,VP,TIE
Splyce,AGG,AGG,0.52,0.63,-0.11,LOW RISK,LOW BET,AGG,WIN
Cloud9,Liquid,null,0.52,0.48,0.04,HIGH RISK,LOW BET,Cloud9,TIE
Liquid,Cloud9,null,0.48,0.52,-0.04,HIGH RISK,LOW BET,Cloud9,TIE
EnVyUs,Fnatic,EnVyUs,0.45,0.46,-0.01,HIGH RISK,LOW BET,EnVyUs,WIN
EnVyUs,Fnatic,EnVyUs,0.45,0.46,-0.01,HIGH RISK,LOW BET,EnVyUs,WIN
FSid3,Orgless,Orgless,0.55,0.63,-0.08,HIGH RISK,LOW BET,Orgless,WIN
Astralis,G2,Astralis,0.55,0.68,-0.13,HIGH RISK,LOW BET,G2,LOSS
gB,Dignitas,Dignitas,0.25,0.11,0.14,HIGH RISK,LOW BET,gB,LOSS
gB,Dignitas,Dignitas,0.25,0.11,0.14,HIGH RISK,LOW BET,gB,LOSS
Vexed,Dignitas,Dignitas,0.4,0.21,0.19,HIGH RISK,LOW BET,Vexed,LOSS
EnVyUs,Fnatic,Fnatic,0.48,0.5,-0.02,HIGH RISK,LOW BET,Fnatic,WIN
EnVyUs,Fnatic,Fnatic,0.48,0.5,-0.02,HIGH RISK,LOW BET,Fnatic,WIN
Vexed,x6tence,Vexed,0.6,0.85,-0.25,MEDIUM RISK,AVG BET,x6tence,LOSS
Orgless,FSid3,null,0.48,0.63,-0.15,HIGH RISK,LOW BET,FSid3,TIE
x6tence,G2,G2,0.3,0.05,0.25,LOW RISK,HIGH BET,x6tence,LOSS
Astralis,EnVyUs,Astralis,0.48,0.37,0.11,HIGH RISK,LOW BET,Astralis,WIN
Dignitas,Vexed,Dignitas,0.55,0.86,-0.31,HIGH RISK,LOW BET,Vexed,LOSS
Dignitas,Vexed,Dignitas,0.55,0.86,-0.31,HIGH RISK,LOW BET,Vexed,LOSS
Dignitas,Vexed,Dignitas,0.55,0.86,-0.31,HIGH RISK,LOW BET,Vexed,LOSS
G2,Astralis,G2,0.45,0.34,0.11,HIGH RISK,LOW BET,G2,WIN
Fnatic,EnVyUs,Fnatic,0.52,0.48,0.04,HIGH RISK,LOW BET,Fnatic,WIN
Astralis,Dignitas,Astralis,0.55,0.7,-0.15,HIGH RISK,LOW BET,Dignitas,LOSS
Fnatic,G2,Fnatic,0.55,0.82,-0.27,HIGH RISK,ICB BET,G2,LOSS
Dignitas,Astralis,Astralis,0.44,0.17,0.27,HIGH RISK,LOW BET,Dignitas,LOSS
G2,Fnatic,Fnatic,0.45,0.17,0.28,HIGH RISK,ICB BET,G2,LOSS
Renegades,TSM,Renegades,0.65,0.85,-0.2,MEDIUM RISK,LOW BET,TSM,LOSS
Astralis,Fnatic,Fnatic,0.48,0.29,0.19,HIGH RISK,LOW BET,Astralis,LOSS
Fnatic,Astralis,Fnatic,0.52,0.75,-0.23,HIGH RISK,ICB BET,Astralis,LOSS
Penta,SK,SK,0.42,0.22,0.2,LOW RISK,LOW BET,Penta,LOSS
E-Frag,Orgless,E-Frag,0.52,0.56,-0.04,HIGH RISK,LOW BET,Orgless,LOSS
CLG,AGG,CLG,0.52,0.84,-0.32,HIGH RISK,LOW BET,AGG,LOSS
Liquid,CLG,Liquid,0.55,0.76,-0.21,HIGH RISK,LOW BET,CLG,LOSS
Cloud9,TStorm,TStorm,0.45,0.44,0.01,HIGH RISK,LOW BET,Cloud9,LOSS
Cloud9,TStorm,TStorm,0.45,0.44,0.01,HIGH RISK,LOW BET,Cloud9,LOSS
CLG,Cloud9,CLG,0.47,0.25,0.22,HIGH RISK,LOW BET,CLG,WIN
Panters,E-Frag,null,0.42,0.27,0.15,HIGH RISK,LOW BET,Panters,TIE
WinterFox,NRG,NRG,0.52,0.32,0.2,HIGH RISK,ICB BET,WinterFox,LOSS
Vexed,Ence,Ence,0.52,0.52,0,HIGH RISK,LOW BET,Ence,WIN
ATN,Orgless,null,0.52,0.63,-0.11,HIGH RISK,LOW BET,Orgless,TIE
G2,mouz,G2,0.55,0.58,-0.03,HIGH RISK,LOW BET,mouz,LOSS
mouz,G2,mouz,0.45,0.52,-0.07,HIGH RISK,LOW BET,G2,LOSS
mouz,NiP,NiP,0.45,0.36,0.09,HIGH RISK,LOW BET,mouz,LOSS
NiP,mouz,NiP,0.55,0.54,0.01,HIGH RISK,LOW BET,mouz,LOSS
VP,EnVyUs,EnVyUs,0.4,0.39,0.01,HIGH RISK,LOW BET,VP,LOSS
EnVyUs,VP,VP,0.6,0.73,-0.13,HIGH RISK,LOW BET,VP,WIN
EnVyUs,VP,VP,0.6,0.73,-0.13,HIGH RISK,LOW BET,VP,WIN
Penta,Panters,Penta,0.52,0.58,-0.06,HIGH RISK,LOW BET,Panters,LOSS
E-Frag,SK,null,0.45,0.27,0.18,HIGH RISK,LOW BET,E-Frag,TIE
Empire,CW,CW,0.45,0.38,0.07,HIGH RISK,LOW BET,Empire,LOSS
Gambit,CSGL,CSGL,0.52,0.46,0.06,HIGH RISK,LOW BET,Gambit,LOSS
NaVi,NiP,NaVi,0.52,0.63,-0.11,HIGH RISK,LOW BET,NiP,LOSS
NiP,NaVi,NiP,0.45,0.38,0.07,HIGH RISK,LOW BET,NiP,WIN
Astralis,VP,Astralis,0.58,0.7,-0.12,HIGH RISK,LOW BET,VP,LOSS
VP,Astralis,Astralis,0.45,0.3,0.15,HIGH RISK,LOW BET,VP,LOSS
SK,Fnatic,Fnatic,0.42,0.22,0.2,HIGH RISK,LOW BET,SK,LOSS
Fnatic,SK,Fnatic,0.58,0.88,-0.3,HIGH RISK,ICB BET,SK,LOSS
Ence,ATN,Ence,0.52,0.59,-0.07,HIGH RISK,LOW BET,ATN,LOSS
Penta,CSGL,CSGL,0.48,0.43,0.05,HIGH RISK,LOW BET,Penta,LOSS
E-Frag,CSGL,null,0.55,0.67,-0.12,HIGH RISK,LOW BET,CSGL,TIE
E-Frag,CSGL,null,0.55,0.67,-0.12,HIGH RISK,LOW BET,CSGL,TIE
OG,AGG,OG,0.6,0.85,-0.25,HIGH RISK,AVG BET,AGG,LOSS
Torpedo,Orgless,Torpedo,0.4,0.4,0,HIGH RISK,LOW BET,Torpedo,WIN
Ence,CW,Ence,0.55,0.7,-0.15,HIGH RISK,LOW BET,CW,LOSS
Liquid,NRG,Liquid,0.55,0.75,-0.2,HIGH RISK,ICB BET,NRG,LOSS
NRG,Liquid,NRG,0.45,0.14,0.31,HIGH RISK,ICB BET,NRG,WIN
Astralis,Fnatic,Fnatic,0.45,0.26,0.19,HIGH RISK,ICB BET,Astralis,LOSS
Astralis,Fnatic,Fnatic,0.45,0.26,0.19,HIGH RISK,ICB BET,Astralis,LOSS
SK,Vexed,Vexed,0.55,0.81,-0.26,HIGH RISK,ICB BET,Vexed,WIN
G2,TStorm,G2,0.55,0.7,-0.15,HIGH RISK,LOW BET,TStorm,LOSS
Liquid,HR,HR,0.52,0.68,-0.16,HIGH RISK,LOW BET,HR,WIN
mouz,YP,mouz,0.6,0.9,-0.3,HIGH RISK,LOW BET,YP,LOSS
CLG,Splyce,Splyce,0.58,0.79,-0.21,MEDIUM RISK,AVG BET,Splyce,WIN
Selfless,FSid3,FSid3,0.45,0.3,0.15,HIGH RISK,LOW BET,Selfless,LOSS
Selfless,FSid3,FSid3,0.45,0.3,0.15,HIGH RISK,LOW BET,Selfless,LOSS
Dignitas,Renegades,Renegades,0.58,0.77,-0.19,HIGH RISK,LOW BET,Renegades,WIN
Cloud9,Gambit,Gambit,0.58,0.62,-0.04,HIGH RISK,LOW BET,Gambit,WIN
Liquid,YP,Liquid,0.6,0.91,-0.31,HIGH RISK,LOW BET,YP,LOSS
Liquid,YP,Liquid,0.6,0.91,-0.31,HIGH RISK,LOW BET,YP,LOSS
Selfless,TStorm,TStorm,0.45,0.22,0.23,HIGH RISK,ICB BET,Selfless,LOSS
FSid3,G2,G2,0.42,0.19,0.23,HIGH RISK,LOW BET,FSid3,LOSS
Ence,Ancient,Ancient,0.52,0.7,-0.18,HIGH RISK,LOW BET,Ancient,WIN
Orgless,Torpedo,Orgless,0.48,0.43,0.05,HIGH RISK,LOW BET,Orgless,WIN
Liquid,HR,Liquid,0.52,0.62,-0.1,HIGH RISK,LOW BET,HR,LOSS
SK,CLG,CLG,0.55,0.62,-0.07,HIGH RISK,LOW BET,CLG,WIN
Vexed,Splyce,Splyce,0.55,0.7,-0.15,HIGH RISK,LOW BET,Splyce,WIN
Dignitas,Cloud9,Cloud9,0.52,0.69,-0.17,HIGH RISK,LOW BET,Cloud9,WIN
Renegades,Gambit,Gambit,0.52,0.56,-0.04,HIGH RISK,LOW BET,Gambit,WIN
ATN,Torpedo,ATN,0.52,0.64,-0.12,HIGH RISK,LOW BET,Torpedo,LOSS
ATN,Torpedo,ATN,0.52,0.64,-0.12,HIGH RISK,LOW BET,Torpedo,LOSS
FSid3,TStorm,FSid3,0.45,0.37,0.08,HIGH RISK,LOW BET,FSid3,WIN
CLG,Vexed,CLG,0.55,0.67,-0.12,HIGH RISK,ICB BET,Vexed,LOSS
Ancient,ATN,Ancient,0.45,0.39,0.06,HIGH RISK,LOW BET,Ancient,WIN
Cloud9,Renegades,Cloud9,0.55,0.55,0,HIGH RISK,LOW BET,Renegades,LOSS
Orgless,Ancient,Ancient,0.52,0.4,0.12,HIGH RISK,LOW BET,Orgless,LOSS
Fnatic,NaVi,Fnatic,0.52,0.72,-0.2,HIGH RISK,LOW BET,NaVi,LOSS
mouz,NiP,mouz,0.55,0.32,0.23,HIGH RISK,LOW BET,mouz,WIN
mouz,NiP,mouz,0.55,0.32,0.23,HIGH RISK,LOW BET,mouz,WIN
mouz,NiP,mouz,0.55,0.32,0.23,HIGH RISK,LOW BET,mouz,WIN
mouz,NiP,mouz,0.55,0.32,0.23,HIGH RISK,LOW BET,mouz,WIN
LG,NaVi,LG,0.48,0.49,-0.01,HIGH RISK,LOW BET,LG,WIN
mouz,Mongolz,mouz,0.7,0.8,-0.1,MEDIUM RISK,HIGH BET,Mongolz,LOSS
mouz,Mongolz,mouz,0.7,0.8,-0.1,MEDIUM RISK,HIGH BET,Mongolz,LOSS
Fnatic,LG,LG,0.52,0.69,-0.17,HIGH RISK,LOW BET,LG,WIN
NiP,Mongolz,NiP,0.75,0.87,-0.12,MEDIUM RISK,HIGH BET,Mongolz,LOSS
Fnatic,NiP,Fnatic,0.55,0.76,-0.21,HIGH RISK,LOW BET,NiP,LOSS
mouz,NaVi,NaVi,0.45,0.4,0.05,HIGH RISK,LOW BET,mouz,LOSS
NiP,NaVi,NaVi,0.48,0.39,0.09,HIGH RISK,LOW BET,NiP,LOSS
LG,Mongolz,LG,0.75,0.94,-0.19,MEDIUM RISK,HIGH BET,Mongolz,LOSS
mouz,LG,LG,0.45,0.26,0.19,HIGH RISK,LOW BET,mouz,LOSS
Fnatic,Mongolz,Fnatic,0.75,0.96,-0.21,MEDIUM RISK,HIGH BET,Mongolz,LOSS
Fnatic,Mongolz,Fnatic,0.75,0.96,-0.21,MEDIUM RISK,HIGH BET,Mongolz,LOSS
NiP,LG,NiP,0.48,0.33,0.15,HIGH RISK,LOW BET,NiP,WIN
Fnatic,mouz,Fnatic,0.58,0.8,-0.22,HIGH RISK,LOW BET,mouz,LOSS
ATN,Torpedo,ATN,0.52,0.56,-0.04,HIGH RISK,LOW BET,Torpedo,LOSS
CSGL,FSid3,FSid3,0.55,0.34,0.21,HIGH RISK,LOW BET,CSGL,LOSS
CLG,NRG,NRG,0.52,0.6,-0.08,HIGH RISK,LOW BET,NRG,WIN
EnVyUs,Astralis,Astralis,0.52,0.57,-0.05,HIGH RISK,LOW BET,Astralis,WIN
EnVyUs,Astralis,Astralis,0.52,0.57,-0.05,HIGH RISK,LOW BET,Astralis,WIN
E-Frag,FaZe,FaZe,0.4,0.2,0.2,HIGH RISK,LOW BET,E-Frag,LOSS
Astralis,VP,Astralis,0.55,0.68,-0.13,HIGH RISK,LOW BET,VP,LOSS
TStorm,E-Frag,TStorm,0.55,0.62,-0.07,HIGH RISK,LOW BET,E-Frag,LOSS
VP,EnVyUs,VP,0.55,0.25,0.3,HIGH RISK,LOW BET,VP,WIN
FaZe,TStorm,FaZe,0.52,0.8,-0.28,HIGH RISK,LOW BET,TStorm,LOSS
EnVyUs,FaZe,EnVyUs,0.56,0.66,-0.1,HIGH RISK,LOW BET,FaZe,LOSS
E-Frag,Astralis,Astralis,0.35,0.09,0.26,HIGH RISK,LOW BET,E-Frag,LOSS
TStorm,VP,TStorm,0.42,0.3,0.12,HIGH RISK,LOW BET,TStorm,WIN
FaZe,Astralis,Astralis,0.44,0.29,0.15,HIGH RISK,LOW BET,FaZe,LOSS
VP,E-Frag,VP,0.6,0.81,-0.21,HIGH RISK,LOW BET,E-Frag,LOSS
VP,E-Frag,VP,0.6,0.81,-0.21,HIGH RISK,LOW BET,E-Frag,LOSS
EnVyUs,TStorm,TStorm,0.58,0.75,-0.17,HIGH RISK,ICB BET,TStorm,WIN
TStorm,Astralis,Astralis,0.4,0.3,0.1,HIGH RISK,LOW BET,TStorm,LOSS
FaZe,VP,VP,0.48,0.56,-0.08,HIGH RISK,LOW BET,VP,WIN
EnVyUs,E-Frag,E-Frag,0.7,0.84,-0.14,HIGH RISK,LOW BET,E-Frag,WIN
Liquid,coL,Liquid,0.58,0.77,-0.19,HIGH RISK,LOW BET,coL,LOSS
Liquid,coL,Liquid,0.58,0.77,-0.19,HIGH RISK,LOW BET,coL,LOSS
Fnatic,VP,Fnatic,0.58,0.81,-0.23,HIGH RISK,ICB BET,VP,LOSS
NaVi,TStorm,NaVi,0.56,0.74,-0.18,HIGH RISK,LOW BET,TStorm,LOSS
LG,NaVi,LG,0.48,0.63,-0.15,HIGH RISK,LOW BET,NaVi,LOSS
LG,NaVi,LG,0.48,0.63,-0.15,HIGH RISK,LOW BET,NaVi,LOSS
LG,NaVi,LG,0.48,0.63,-0.15,HIGH RISK,LOW BET,NaVi,LOSS
Astralis,Fnatic,Fnatic,0.48,0.31,0.17,HIGH RISK,ICB BET,Astralis,LOSS
Selfless,NRG,Selfless,0.52,0.27,0.25,HIGH RISK,LOW BET,Selfless,WIN
LG,Fnatic,Fnatic,0.47,0.31,0.16,HIGH RISK,LOW BET,LG,LOSS
LG,Fnatic,Fnatic,0.47,0.31,0.16,HIGH RISK,LOW BET,LG,LOSS
Method,YP,YP,0.48,0.49,-0.01,HIGH RISK,LOW BET,Method,LOSS
Method,YP,YP,0.48,0.49,-0.01,HIGH RISK,LOW BET,Method,LOSS
HR,Empire,HR,0.65,0.82,-0.17,LOW RISK,AVG BET,Empire,LOSS
Liquid,OG,OG,0.53,0.76,-0.23,HIGH RISK,LOW BET,OG,WIN
YP,Empire,Empire,0.52,0.69,-0.17,HIGH RISK,LOW BET,Empire,WIN
YP,Empire,Empire,0.52,0.69,-0.17,HIGH RISK,LOW BET,Empire,WIN
YP,Empire,Empire,0.52,0.69,-0.17,HIGH RISK,LOW BET,Empire,WIN
Orgless,FSid3,Orgless,0.52,0.59,-0.07,HIGH RISK,LOW BET,FSid3,LOSS
CSGL,FSid3,CSGL,0.48,0.39,0.09,HIGH RISK,LOW BET,CSGL,WIN
Astralis,mouz,Astralis,0.56,0.71,-0.15,HIGH RISK,LOW BET,mouz,LOSS
mouz,Astralis,Astralis,0.44,0.35,0.09,HIGH RISK,LOW BET,mouz,LOSS
NiP,FaZe,NiP,0.55,0.62,-0.07,HIGH RISK,LOW BET,FaZe,LOSS
FaZe,NiP,NiP,0.45,0.28,0.17,HIGH RISK,LOW BET,FaZe,LOSS
FaZe,NiP,NiP,0.45,0.28,0.17,HIGH RISK,LOW BET,FaZe,LOSS
Renegades,WinterFox,Renegades,0.52,0.75,-0.23,HIGH RISK,LOW BET,WinterFox,LOSS
WinterFox,Renegades,Renegades,0.48,0.23,0.25,HIGH RISK,LOW BET,WinterFox,LOSS
AGG,Splyce,Splyce,0.45,0.35,0.1,HIGH RISK,LOW BET,AGG,LOSS
Splyce,AGG,Splyce,0.55,0.5,0.05,HIGH RISK,LOW BET,AGG,LOSS
Ence,Penta,Ence,0.52,0.61,-0.09,HIGH RISK,LOW BET,Penta,LOSS
OG,Selfless,OG,0.55,0.77,-0.22,HIGH RISK,LOW BET,Selfless,LOSS
VP,NiP,NiP,0.47,0.33,0.14,HIGH RISK,LOW BET,VP,LOSS
NiP,VP,NiP,0.53,0.8,-0.27,HIGH RISK,LOW BET,VP,LOSS
G2,EnVyUs,G2,0.45,0.45,0,HIGH RISK,LOW BET,G2,WIN
EnVyUs,G2,G2,0.55,0.41,0.14,HIGH RISK,LOW BET,EnVyUs,LOSS
EnVyUs,G2,G2,0.55,0.41,0.14,HIGH RISK,LOW BET,EnVyUs,LOSS
Preparation,FSid3,FSid3,0.4,0.3,0.1,MEDIUM RISK,LOW BET,Preparation,LOSS
Preparation,FSid3,FSid3,0.4,0.3,0.1,MEDIUM RISK,LOW BET,Preparation,LOSS
Cloud9,OG,OG,0.52,0.64,-0.12,HIGH RISK,LOW BET,OG,WIN
OG,Cloud9,OG,0.48,0.56,-0.08,HIGH RISK,LOW BET,Cloud9,LOSS
WinterFox,LG,LG,0.3,0.06,0.24,MEDIUM RISK,AVG BET,WinterFox,LOSS
LG,WinterFox,WinterFox,0.7,0.93,-0.23,MEDIUM RISK,AVG BET,WinterFox,WIN
Dignitas,DenDD,Dignitas,0.6,0.82,-0.22,HIGH RISK,LOW BET,DenDD,LOSS
EnVyUs,FSid3,EnVyUs,0.6,0.67,-0.07,HIGH RISK,LOW BET,FSid3,LOSS
FSid3,EnVyUs,EnVyUs,0.4,0.28,0.12,HIGH RISK,LOW BET,FSid3,LOSS
NaVi,FaZe,NaVi,0.58,0.71,-0.13,HIGH RISK,LOW BET,FaZe,LOSS
FaZe,NaVi,NaVi,0.42,0.31,0.11,HIGH RISK,LOW BET,FaZe,LOSS
SK,Method,SK,0.6,0.76,-0.16,MEDIUM RISK,AVG BET,Method,LOSS
E-Frag,Ancient,Ancient,0.52,0.46,0.06,HIGH RISK,LOW BET,E-Frag,LOSS
E-Frag,Ancient,Ancient,0.52,0.46,0.06,HIGH RISK,LOW BET,E-Frag,LOSS
Penta,InShock,Penta,0.45,0.36,0.09,HIGH RISK,LOW BET,Penta,WIN
Splyce,AGG,AGG,0.58,0.72,-0.14,HIGH RISK,LOW BET,AGG,WIN
Orgless,YP,Orgless,0.6,0.73,-0.13,MEDIUM RISK,AVG BET,YP,LOSS
NRG,LG,LG,0.4,0.18,0.22,HIGH RISK,LOW BET,NRG,LOSS
LG,NRG,LG,0.6,0.89,-0.29,HIGH RISK,LOW BET,NRG,LOSS
LG,NRG,LG,0.6,0.89,-0.29,HIGH RISK,LOW BET,NRG,LOSS
coL,NRG,NRG,0.48,0.4,0.08,HIGH RISK,LOW BET,coL,LOSS
NRG,coL,NRG,0.52,0.71,-0.19,HIGH RISK,LOW BET,coL,LOSS
EnVyUs,Astralis,Astralis,0.43,0.28,0.15,HIGH RISK,LOW BET,EnVyUs,LOSS
Astralis,EnVyUs,EnVyUs,0.55,0.7,-0.15,HIGH RISK,LOW BET,EnVyUs,WIN
VP,G2,VP,0.47,0.31,0.16,HIGH RISK,LOW BET,VP,WIN
VP,G2,VP,0.47,0.31,0.16,HIGH RISK,LOW BET,VP,WIN
G2,VP,G2,0.52,0.55,-0.03,HIGH RISK,LOW BET,VP,LOSS
SK,FaZe,SK,0.45,0.23,0.22,HIGH RISK,LOW BET,SK,WIN
FaZe,SK,FaZe,0.49,0.57,-0.08,HIGH RISK,LOW BET,SK,LOSS
AGG,NRG,NRG,0.48,0.24,0.24,HIGH RISK,LOW BET,AGG,LOSS
AGG,NRG,NRG,0.48,0.24,0.24,HIGH RISK,LOW BET,AGG,LOSS
NRG,AGG,NRG,0.52,0.78,-0.26,HIGH RISK,LOW BET,AGG,LOSS
Cloud9,coL,Cloud9,0.55,0.78,-0.23,HIGH RISK,LOW BET,coL,LOSS
coL,Cloud9,Cloud9,0.45,0.25,0.2,HIGH RISK,LOW BET,coL,LOSS
Renegades,OG,OG,0.45,0.44,0.01,HIGH RISK,LOW BET,Renegades,LOSS
OG,Renegades,Renegades,0.52,0.68,-0.16,HIGH RISK,LOW BET,Renegades,WIN
CSGL,Penta,CSGL,0.55,0.7,-0.15,HIGH RISK,LOW BET,Penta,LOSS
CSGL,Penta,CSGL,0.55,0.7,-0.15,HIGH RISK,LOW BET,Penta,LOSS
SK,Ancient,Ancient,0.55,0.48,0.07,HIGH RISK,LOW BET,SK,LOSS
E-Frag,CW,CW,0.6,0.79,-0.19,HIGH RISK,LOW BET,CW,WIN
E-Frag,CW,CW,0.6,0.79,-0.19,HIGH RISK,LOW BET,CW,WIN
E-Frag,CW,CW,0.6,0.79,-0.19,HIGH RISK,LOW BET,CW,WIN
SK,Astralis,Astralis,0.34,0.17,0.17,MEDIUM RISK,AVG BET,SK,LOSS
Astralis,SK,Astralis,0.6,0.85,-0.25,MEDIUM RISK,AVG BET,SK,LOSS
G2,FSid3,G2,0.58,0.72,-0.14,MEDIUM RISK,ICB BET,FSid3,LOSS
FSid3,G2,G2,0.4,0.29,0.11,MEDIUM RISK,AVG BET,FSid3,LOSS
Fnatic,mouz,Fnatic,0.6,0.84,-0.24,HIGH RISK,AVG BET,mouz,LOSS
mouz,Fnatic,mouz,0.45,0.13,0.32,HIGH RISK,ICB BET,mouz,WIN
FSid3,Preparation,FSid3,0.6,0.83,-0.23,MEDIUM RISK,LOW BET,Preparation,LOSS
